,IDcensus,census_city,state,Pop2010,Pop2011,Pop2012,Pop2013,Pop2014,Pop2015,Pop2016,Pop2017,Pop2018,Pop2019,citystate,state_id,lat,lng
411,470,Missoula,Montana,67466,68078,68877,69487,70227,71292,72779,74077,74882,75516,"Missoula, Montana",MT,46.875,-114.0214
412,471,Missouri City,Texas,66905,67441,68107,69314,71076,73611,74359,74617,74834,75457,"Missouri City, Texas",TX,29.563000000000002,-95.5365
413,133,Mobile,Alabama,194577,193801,193761,193288,192582,191975,191472,190190,189809,188720,"Mobile, Alabama",AL,30.6783,-88.1162
414,103,Modesto,California,203301,204017,205040,206075,207652,209245,211231,213000,214389,215196,"Modesto, California",CA,37.6374,-121.0028
415,609,Montebello,California,62490,62903,63123,63279,63322,63379,63134,62823,62440,61954,"Montebello, California",CA,34.0155,-118.1108
416,631,Monterey Park,California,60218,60460,60645,60796,60832,60908,60830,60668,60198,59669,"Monterey Park, California",CA,34.0497,-118.1326
417,122,Montgomery,Alabama,205593,205198,203946,202439,201435,201018,200441,200047,198899,198525,"Montgomery, Alabama",AL,32.3473,-86.2666
418,607,Moore,Oklahoma,55425,56724,57830,57800,58462,59593,60479,60973,61452,62055,"Moore, Oklahoma",OK,35.3293,-97.4758
419,106,Moreno Valley,California,194240,196590,198214,200195,201831,202919,204711,206741,208889,213055,"Moreno Valley, California",CA,33.9244,-117.2045
420,548,Mount Vernon,New York,67399,67751,67844,68133,68213,68281,68245,67966,67655,67345,"Mount Vernon, New York",NY,40.9136,-73.8291
421,418,Mountain View,California,74236,75108,76507,77955,79150,80345,80821,81189,83168,82739,"Mountain View, California",CA,37.4,-122.0796
422,538,Muncie,Indiana,70193,70406,69757,69710,69606,69121,69148,68854,68115,67999,"Muncie, Indiana",IN,40.1989,-85.395
423,178,Murfreesboro,Tennessee,109572,111901,114141,117042,120808,125958,131409,136217,141442,146900,"Murfreesboro, Tennessee",TN,35.8492,-86.4119
424,249,Murrieta,California,104229,105370,106509,107361,108037,109372,111492,112995,114715,116223,"Murrieta, California",CA,33.571999999999996,-117.1909
425,318,Nampa,Idaho,81998,82716,83941,86377,87894,89527,91114,93707,96213,99277,"Nampa, Idaho",ID,43.5845,-116.5631
426,451,Napa,California,77185,77679,78168,78728,79384,79636,79616,79083,78946,78130,"Napa, California",CA,38.2976,-122.3011
427,175,Naperville,Illinois,142402,143205,144017,144892,146193,146975,147192,147619,148090,148449,"Naperville, Illinois",IL,41.7483,-88.1657
428,374,Nashua,New Hampshire,86567,86809,86927,87324,87651,88271,88648,88990,88871,89355,"Nashua, New Hampshire",NH,42.7491,-71.491
429,612,National City,California,58624,59042,59369,59776,60132,60721,60967,61083,61272,61394,"National City, California",CA,32.6654,-117.0983
430,337,New Bedford,Massachusetts,95059,94896,94998,95065,95121,95128,95135,95083,95371,95363,"New Bedford, Massachusetts",MA,41.6697,-70.9428
431,369,New Braunfels,Texas,58059,59319,60885,63025,65902,70133,73351,78902,84495,90209,"New Braunfels, Texas",TX,29.6994,-98.1148
432,497,New Britain,Connecticut,73251,73274,73221,73050,73048,73213,72816,72626,72591,72495,"New Britain, Connecticut",CT,41.6758,-72.7862
433,689,New Brunswick,New Jersey,54886,55296,55404,55896,55882,56009,56183,56120,55878,55676,"New Brunswick, New Jersey",NJ,40.486999999999995,-74.445
434,213,New Haven,Connecticut,129816,130845,131114,130906,130611,130383,130417,130653,129993,130250,"New Haven, Connecticut",CT,41.3112,-72.9246
435,50,New Orleans,Louisiana,347772,360735,369787,378637,383940,389742,391843,391493,391004,390144,"New Orleans, Louisiana",LA,30.0687,-89.9288
436,447,New Rochelle,New York,77233,77701,78328,79265,79342,79419,79455,79084,78822,78557,"New Rochelle, New York",NY,40.9305,-73.7836
437,1,New York,New York,8190209,8272948,8346693,8396091,8433806,8463049,8469153,8437478,8390081,8336817,"New York, New York",NY,40.6943,-73.9249
438,73,Newark,New Jersey,277175,277574,277594,278121,278936,279636,280681,281237,281752,282011,"Newark, New Jersey",NJ,40.7245,-74.1725
439,777,Newark,Ohio,47614,47720,47809,48034,48283,48592,48946,49471,50001,50315,"Newark, Ohio",OH,40.0705,-82.4251
440,405,Newport Beach,California,85329,86073,86522,86877,86688,86585,86510,85740,85074,84534,"Newport Beach, California",CA,33.6151,-117.8669
441,144,Newport News,Virginia,180888,180078,180056,181275,181522,180958,180209,179447,178523,179225,"Newport News, Virginia",VA,37.1051,-76.5185
442,380,Newton,Massachusetts,85373,85827,87029,87479,88269,88588,88569,88836,88641,88414,"Newton, Massachusetts",MA,42.3316,-71.2085
443,787,Niagara Falls,New York,49996,49760,49526,49328,49083,48769,48526,48249,48012,47720,"Niagara Falls, New York",NY,43.0921,-79.0147
444,585,Noblesville,Indiana,52909,54248,55542,56849,57725,58741,60304,61874,63303,64668,"Noblesville, Indiana",IN,40.0354,-86.0042
445,92,Norfolk,Virginia,242999,243655,246149,245468,246576,246457,245680,244543,243585,242742,"Norfolk, Virginia",VA,36.8945,-76.259
446,222,Norman,Oklahoma,111402,113882,115600,118695,118228,120239,121974,123390,123844,124880,"Norman, Oklahoma",OK,35.2335,-97.3471
447,253,North Charleston,South Carolina,97949,99898,101994,104050,106754,108597,109738,110820,113077,115382,"North Charleston, South Carolina",SC,32.9066,-80.0722
448,89,North Las Vegas,Nevada,216836,218291,221856,225346,228680,232537,236513,240504,245349,251974,"North Las Vegas, Nevada",NV,36.288000000000004,-115.0901
449,566,North Little Rock,Arkansas,62436,63482,64645,65929,66656,66388,66141,65855,66022,65903,"North Little Rock, Arkansas",AR,34.7808,-92.2371
450,600,North Miami,Florida,60322,60991,61553,61946,61903,62040,62018,61939,63481,62822,"North Miami, Florida",FL,25.9007,-80.1686
451,512,North Port,Florida,57389,57726,58416,59113,60323,62244,64371,66272,68438,70724,"North Port, Florida",FL,27.0577,-82.1975
452,513,North Richland Hills,Texas,63479,64256,65254,67239,68424,69145,69973,70516,70686,70670,"North Richland Hills, Texas",TX,32.8605,-97.21799999999999
453,298,Norwalk,California,105544,105903,105976,106122,106189,106237,105844,105466,104798,103949,"Norwalk, California",CA,33.9069,-118.0829
454,377,Norwalk,Connecticut,85956,86611,87257,87728,88023,88248,88441,88357,89061,88816,"Norwalk, Connecticut",CT,41.1144,-73.4215
455,692,Novato,California,51970,52680,53221,54142,54856,55406,55913,55701,55640,55516,"Novato, California",CA,38.092,-122.5576
456,617,Novi,Michigan,55287,56055,57043,58124,58634,58913,59598,59948,60787,60896,"Novi, Michigan",MI,42.4786,-83.4893
457,379,O'Fallon,Missouri,79964,81184,82136,83136,84221,85061,86449,87523,88364,88673,"O'Fallon, Missouri",MO,38.785,-90.7175
458,45,Oakland,California,391406,396086,401104,406648,412901,418211,420947,424382,429056,433031,"Oakland, California",CA,37.7903,-122.2165
459,619,Ocala,Florida,56565,56707,56783,56804,57178,57719,58460,59091,60274,60786,"Ocala, Florida",FL,29.178,-82.1511
460,148,Oceanside,California,168079,170008,171590,173175,174318,175189,175451,175884,175758,175742,"Oceanside, California",CA,33.2247,-117.3083
461,226,Odessa,Texas,99817,102009,105908,110158,114430,118421,117159,116418,120037,123334,"Odessa, Texas",TX,31.8831,-102.3406
462,385,Ogden,Utah,83100,83312,83874,84180,84406,85295,86742,87061,87202,87773,"Ogden, Utah",UT,41.2278,-111.9682
463,25,Oklahoma City,Oklahoma,582516,590947,600971,612061,621639,632172,639924,642822,647912,655057,"Oklahoma City, Oklahoma",OK,35.4676,-97.5136
464,194,Olathe,Kansas,126269,128325,129963,131798,132839,134298,135928,137526,139758,140545,"Olathe, Kansas",KS,38.8832,-94.8198
465,741,Olympia,Washington,47067,47696,48089,48473,49327,49849,50732,51660,52508,52882,"Olympia, Washington",WA,47.0417,-122.8959
466,40,Omaha,Nebraska,459659,462101,465261,468086,470423,472638,475044,476271,477299,478192,"Omaha, Nebraska",NE,41.2627,-96.0522
467,137,Ontario,California,164377,165756,166630,167096,168097,170210,172561,175334,180718,185010,"Ontario, California",CA,34.0393,-117.6064
468,198,Orange,California,137103,138539,139372,139972,139424,140503,140581,140251,139449,138669,"Orange, California",CA,33.8038,-117.8218
469,325,Orem,Utah,88722,89605,90578,91318,91362,93777,96902,97674,97430,97828,"Orem, Utah",UT,40.2983,-111.6992
470,71,Orlando,Florida,239326,243620,249935,255135,262469,270786,278512,281804,285903,287442,"Orlando, Florida",FL,28.4772,-81.3369
471,555,Oshkosh,Wisconsin,66328,66360,66862,66943,66796,66684,66634,66705,66802,67004,"Oshkosh, Wisconsin",WI,44.0228,-88.5619
472,129,Overland Park,Kansas,174040,176034,178683,180932,183980,186222,189302,191327,192724,195494,"Overland Park, Kansas",KS,38.887,-94.68700000000001
473,626,Owensboro,Kentucky,57511,57755,58139,58357,58415,59031,59305,59523,59745,60131,"Owensboro, Kentucky",KY,37.7574,-87.1173
474,110,Oxnard,California,198539,199968,201105,202835,204560,206228,207455,208831,209271,208881,"Oxnard, California",CA,34.1963,-119.1815
475,250,Palm Bay,Florida,104138,104131,104819,105329,106237,108160,110289,112217,113854,115552,"Palm Bay, Florida",FL,27.955,-80.6627
476,671,Palm Beach Gardens,Florida,50012,50563,51320,52221,53388,54437,55536,56360,57007,57704,"Palm Beach Gardens, Florida",FL,26.8466,-80.1679
477,371,Palm Coast,Florida,75499,76641,77363,78409,80027,81938,84155,86146,87660,89800,"Palm Coast, Florida",FL,29.5392,-81.24600000000001
478,732,Palm Desert,California,48684,49251,49775,50357,50916,51552,52077,52794,53129,53275,"Palm Desert, California",CA,33.7378,-116.3695
479,165,Palmdale,California,152936,153996,154861,156495,156770,156988,156739,156558,156158,155079,"Palmdale, California",CA,34.5944,-118.1057
480,577,Palo Alto,California,64535,65345,66089,66613,66848,66782,67353,66960,66258,65364,"Palo Alto, California",CA,37.3913,-122.1468
481,720,Paramount,California,54104,54329,54580,54854,54914,54971,54789,54621,54259,53955,"Paramount, California",CA,33.8976,-118.1652
482,452,Parma,Ohio,81456,80961,80623,80453,80166,80037,79627,79103,78622,78103,"Parma, Ohio",OH,41.3843,-81.7286
483,192,Pasadena,California,137111,137652,138097,139292,139529,141025,141601,141757,140906,141029,"Pasadena, California",CA,34.1597,-118.139
484,174,Pasadena,Texas,149523,151156,152662,153532,154447,154530,154525,153858,152733,151227,"Pasadena, Texas",TX,29.6583,-95.1499
485,472,Pasco,Washington,62928,65539,67673,68398,69500,70330,71514,72810,74485,75432,"Pasco, Washington",WA,46.2506,-119.1304
486,524,Passaic,New Jersey,69861,70144,69966,70081,70240,70237,70130,70123,69932,69703,"Passaic, New Jersey",NJ,40.8574,-74.1282
487,181,Paterson,New Jersey,146391,145593,146111,146049,145911,145928,145773,146015,145594,145233,"Paterson, New Jersey",NJ,40.9147,-74.1624
488,503,Pawtucket,Rhode Island,71267,71406,71582,71623,71693,71755,71775,71600,71973,72117,"Pawtucket, Rhode Island",RI,41.8744,-71.3743
489,736,Peabody,Massachusetts,51399,51632,51904,52224,52463,52629,52759,52948,53092,53070,"Peabody, Massachusetts",MA,42.5335,-70.9724
490,228,Pearland,Texas,94063,96271,99283,102832,106027,111267,115926,119312,121424,122460,"Pearland, Texas",TX,29.5585,-95.3215
491,151,Pembroke Pines,Florida,155265,158278,160245,162133,164065,165800,168321,170707,171975,173591,"Pembroke Pines, Florida",FL,26.0128,-80.3382
492,740,Pensacola,Florida,52014,51848,52149,52270,52434,52473,52662,52525,52637,52975,"Pensacola, Florida",FL,30.4427,-87.1886
493,147,Peoria,Arizona,154846,155014,155326,156354,157770,160431,164212,168192,172263,175961,"Peoria, Arizona",AZ,33.7844,-112.2989
494,273,Peoria,Illinois,114980,115426,115798,116646,115955,115183,114227,112618,111449,110417,"Peoria, Illinois",IL,40.751999999999995,-89.6153
495,442,Perris,California,69000,70426,71229,72295,73485,74613,76046,77563,78903,79291,"Perris, California",CA,33.7899,-117.2233
496,758,Perth Amboy,New Jersey,50918,51137,51556,51722,51832,51705,51765,51821,51677,51390,"Perth Amboy, New Jersey",NJ,40.5203,-74.2724
497,622,Petaluma,California,58037,58236,58728,59337,59753,60295,60468,60682,61826,60520,"Petaluma, California",CA,38.2423,-122.6267
498,576,Pflugerville,Texas,48717,50273,51988,53813,54714,57241,59500,63260,64172,65380,"Pflugerville, Texas",TX,30.451999999999998,-97.6022
499,444,Pharr,Texas,70778,72142,73327,74165,75348,76369,77363,78649,78925,79112,"Pharr, Texas",TX,26.1685,-98.1904
500,6,Philadelphia,Pennsylvania,1528283,1540466,1551824,1558313,1565460,1571065,1576051,1580601,1583592,1584064,"Philadelphia, Pennsylvania",PA,40.0077,-75.1339
501,5,Phoenix,Arizona,1449038,1469796,1499274,1526491,1555445,1583690,1612199,1633560,1654675,1680992,"Phoenix, Arizona",AZ,33.5722,-112.0891
502,608,Pico Rivera,California,62960,63221,63430,63597,63637,63670,63438,63133,62677,62027,"Pico Rivera, California",CA,33.9902,-118.0888
503,727,Pinellas Park,Florida,49532,49944,50202,50532,51410,51989,52615,52940,53157,53637,"Pinellas Park, Florida",FL,27.8589,-82.7078
504,496,Pittsburg,California,63522,64546,65523,66646,67974,69260,70798,72000,72450,72588,"Pittsburg, California",CA,38.0182,-121.8964
505,66,Pittsburgh,Pennsylvania,305283,306012,306355,306902,305964,304070,304643,301494,300570,300286,"Pittsburgh, Pennsylvania",PA,40.4396,-79.9762
506,761,Placentia,California,50994,51503,51838,52105,52108,52202,52154,51916,51538,51233,"Placentia, California",CA,33.8807,-117.8553
507,776,Plainfield,New Jersey,49667,49816,49972,50223,50315,50464,50276,50367,50430,50317,"Plainfield, New Jersey",NJ,40.6154,-74.4157
508,70,Plano,Texas,261234,267035,272329,274708,278226,283887,287269,287715,288747,287677,"Plano, Texas",TX,33.0502,-96.7487
509,343,Plantation,Florida,85331,86874,87928,90051,90968,91904,92767,93824,94019,94580,"Plantation, Florida",FL,26.125999999999998,-80.2617
510,422,Pleasanton,California,70381,71133,72098,74026,77454,79265,82330,82831,82357,81777,"Pleasanton, California",CA,37.6663,-121.8805
511,436,Plymouth,Minnesota,70715,71703,73104,74096,75176,76034,77341,78128,79345,79768,"Plymouth, Minnesota",MN,45.0225,-93.4618
512,680,Pocatello,Idaho,54335,54702,54779,54476,54427,54775,54911,55336,55982,56637,"Pocatello, Idaho",ID,42.8724,-112.4646
513,171,Pomona,California,149107,149693,150453,151072,152225,152407,152445,152468,151925,151691,"Pomona, California",CA,34.0585,-117.7626
514,264,Pompano Beach,Florida,100063,101756,102888,104183,105500,106937,109358,110354,111636,112118,"Pompano Beach, Florida",FL,26.2428,-80.1312
515,638,Pontiac,Michigan,59687,59913,60299,60448,60466,60260,60224,60123,59741,59438,"Pontiac, Michigan",MI,42.6493,-83.2878
516,716,Port Arthur,Texas,54500,54905,54563,54719,54529,55378,55566,55433,54889,54280,"Port Arthur, Texas",TX,29.8554,-93.9264
517,582,Port Orange,Florida,56627,56727,56978,57508,58983,60145,61454,63062,64055,64842,"Port Orange, Florida",FL,29.1084,-81.0137
518,112,Port St. Lucie,Florida,164848,166283,167888,169405,172669,177695,183521,189119,194808,201846,"Port St. Lucie, Florida",FL,27.2796,-80.3883
519,633,Porterville,California,58197,58540,58708,58891,58995,59721,59699,59745,59685,59599,"Porterville, California",CA,36.0644,-119.0338
520,565,Portland,Maine,66088,66183,66216,66391,66832,66825,66911,66646,66405,66215,"Portland, Maine",ME,43.6773,-70.2715
521,26,Portland,Oregon,585429,595451,604264,609890,620510,631366,642720,647924,650837,654741,"Portland, Oregon",OR,45.5372,-122.65
522,345,Portsmouth,Virginia,95451,95748,96480,96075,95829,96336,95165,94838,94750,94398,"Portsmouth, Virginia",VA,36.8468,-76.354
523,143,Providence,Rhode Island,178029,178332,178813,178692,179119,179252,179548,179252,179520,179883,"Providence, Rhode Island",RI,41.823,-71.4187
524,247,Provo,Utah,112923,115191,115559,116119,115378,114596,116627,117583,116630,116618,"Provo, Utah",UT,40.2457,-111.6457
525,262,Pueblo,Colorado,106755,107146,107476,107670,107823,108955,110118,111059,111725,112361,"Pueblo, Colorado",CO,38.2705,-104.6112
526,344,Quincy,Massachusetts,92457,92544,92973,93470,93685,93766,94130,94322,94403,94470,"Quincy, Massachusetts",MA,42.2516,-71.0183
527,461,Racine,Wisconsin,78460,78170,77904,77782,77607,77290,77155,77188,77075,76760,"Racine, Wisconsin",WI,42.7274,-87.8135
528,41,Raleigh,North Carolina,406353,413958,423304,431391,439503,449546,459469,465776,469314,474069,"Raleigh, North Carolina",NC,35.8325,-78.6435
529,475,Rancho Cordova,California,65067,65970,66725,67722,69389,70640,72162,73398,74478,75087,"Rancho Cordova, California",CA,38.574,-121.2523
530,145,Rancho Cucamonga,California,166226,167928,169959,170815,173220,174203,175782,176921,177345,177603,"Rancho Cucamonga, California",CA,34.1248,-117.5666
531,456,Rapid City,South Dakota,69154,69587,70739,71730,72995,73370,74116,75237,76170,77503,"Rapid City, South Dakota",SD,44.0716,-103.2204
532,381,Reading,Pennsylvania,88040,88195,88141,88264,88171,88047,88128,88134,88542,88375,"Reading, Pennsylvania",PA,40.34,-75.9267
533,359,Redding,California,89895,90180,90397,90773,91120,90963,91203,91525,91606,92590,"Redding, California",CA,40.5698,-122.365
534,508,Redlands,California,68807,69320,69637,69800,70209,70625,71027,71342,71416,71513,"Redlands, California",CA,34.0511,-117.1712
535,504,Redmond,Washington,54731,55674,56741,57606,59416,60770,62794,64872,67436,71929,"Redmond, Washington",WA,47.6762,-122.1169
536,558,Redondo Beach,California,66933,67192,67438,67629,67673,67771,67809,67511,67206,66749,"Redondo Beach, California",CA,33.8574,-118.3766
537,392,Redwood City,California,77010,77970,79188,81034,82741,85274,85293,86394,86105,85925,"Redwood City, California",CA,37.5026,-122.2252
538,85,Reno,Nevada,225652,227061,228926,230987,234096,238082,242143,246615,250146,255601,"Reno, Nevada",NV,39.5497,-119.8483
539,305,Renton,Washington,92351,94131,95941,97090,98588,100455,101513,101981,101787,101751,"Renton, Washington",WA,47.4784,-122.1919
540,735,Revere,Massachusetts,51845,52628,53241,53694,53802,53960,53942,54071,53483,53073,"Revere, Massachusetts",MA,42.4192,-71.0036
541,299,Rialto,California,99329,100563,101278,101547,102031,102485,102896,103234,103232,103526,"Rialto, California",CA,34.1174,-117.3894
542,234,Richardson,Texas,99581,101660,103695,105166,109134,110883,113910,116237,119878,121323,"Richardson, Texas",TX,32.9717,-96.7093
543,658,Richland,Washington,48876,50622,51767,52549,53248,54412,55095,56656,57533,58225,"Richland, Washington",WA,46.2824,-119.2938
544,272,Richmond,California,103631,104882,106023,107083,107921,109062,109663,109860,110189,110567,"Richmond, California",CA,37.9477,-122.339
545,97,Richmond,Virginia,204302,206391,210794,213860,217044,220856,225369,227230,229221,230436,"Richmond, Virginia",VA,37.5295,-77.4756
546,319,Rio Rancho,New Mexico,87977,89499,90444,91334,91963,93116,94511,96285,97982,99178,"Rio Rancho, New Mexico",NM,35.2872,-106.6981
547,58,Riverside,California,305466,309472,312323,315510,317702,320483,323684,326882,329654,331360,"Riverside, California",CA,33.9381,-117.3948
548,321,Roanoke,Virginia,96720,96782,98011,98849,99427,99669,99337,98986,99009,99143,"Roanoke, Virginia",VA,37.2785,-79.958
549,482,Rochester Hills,Michigan,71038,71694,72455,73116,73363,73627,73849,74517,74544,74516,"Rochester Hills, Michigan",MI,42.6645,-83.1563
550,237,Rochester,Minnesota,107047,108097,108916,110427,111198,112160,114051,115586,117047,118935,"Rochester, Minnesota",MN,44.0151,-92.4778
551,111,Rochester,New York,210217,210491,210329,210179,209329,208561,207659,206410,206004,205695,"Rochester, New York",NY,43.168,-77.6162
552,476,Rock Hill,South Carolina,66879,67593,68131,68788,69690,71183,72460,73414,74458,75048,"Rock Hill, South Carolina",SC,34.9416,-81.0244
553,180,Rockford,Illinois,153147,152129,151258,150608,149378,148465,147796,147008,146307,145609,"Rockford, Illinois",IL,42.2597,-89.0641
554,531,Rocklin,California,57474,58426,58962,59613,60060,60908,62605,64654,67065,68823,"Rocklin, California",CA,38.8075,-121.2488
555,537,Rockville,Maryland,61484,62055,63286,63825,65445,66733,66923,67830,68028,68079,"Rockville, Maryland",MD,39.0834,-77.1552
556,721,Rocky Mount,North Carolina,57680,57401,56735,56300,55880,55003,54992,54634,54232,53922,"Rocky Mount, North Carolina",NC,35.9676,-77.8048
557,533,Rogers,Arkansas,56361,58226,59666,60663,62086,63584,65236,66605,67635,68669,"Rogers, Arkansas",AR,36.3172,-94.1526
558,719,Rosemead,California,53795,54022,54215,54398,54429,54440,54332,54221,54226,54058,"Rosemead, California",CA,34.0689,-118.0823
559,189,Roseville,California,119916,122725,124432,126769,128397,130018,132708,135077,138953,141500,"Roseville, California",CA,38.7703,-121.3196
560,340,Roswell,Georgia,88794,90902,93210,93661,93597,93827,94549,94699,94665,94763,"Roswell, Georgia",GA,34.0391,-84.3513
561,208,Round Rock,Texas,100772,103864,106504,109547,112665,115981,120864,123684,128849,133372,"Round Rock, Texas",TX,30.5254,-97.666
562,549,Rowlett,Texas,56345,57011,57771,58090,58471,60355,62291,62992,66126,67339,"Rowlett, Texas",TX,32.9157,-96.5488
563,642,Royal Oak,Michigan,57260,57697,58139,58562,58763,58750,59226,59374,59356,59277,"Royal Oak, Michigan",MI,42.5084,-83.1539
564,36,Sacramento,California,467286,470902,474226,478214,482762,488133,494127,500777,507737,513624,"Sacramento, California",CA,38.5667,-121.4683
565,786,Saginaw,Michigan,51363,51012,50728,50272,49798,49230,48902,48696,48310,48115,"Saginaw, Michigan",MI,43.4199,-83.9501
566,150,Salem,Oregon,155247,156171,157369,158814,160675,163175,166478,169627,172646,174365,"Salem, Oregon",OR,44.9231,-123.0246
567,164,Salinas,California,150887,152412,153815,154958,155717,156244,156830,156463,155647,155465,"Salinas, California",CA,36.6884,-121.6317
568,115,Salt Lake City,Utah,186643,188265,190183,192121,191837,192163,194680,200932,200435,200567,"Salt Lake City, Utah",UT,40.7777,-111.9306
569,567,Sammamish,Washington,57656,58726,59973,61006,62174,63266,63817,64929,65495,65892,"Sammamish, Washington",WA,47.6017,-122.0416
570,312,San Angelo,Texas,93626,94532,95841,97057,98567,99704,99790,99678,100009,101004,"San Angelo, Texas",TX,31.4424,-100.4506
571,7,San Antonio,Texas,1332299,1357120,1383075,1408339,1435456,1464043,1487843,1511154,1530016,1547253,"San Antonio, Texas",TX,29.4658,-98.5253
572,102,San Bernardino,California,210637,212159,213161,213789,214222,215325,216036,216902,216323,215784,"San Bernardino, California",CA,34.1417,-117.2946
573,588,San Clemente,California,63605,64255,64612,64845,64947,65142,65185,64973,64699,64558,"San Clemente, California",CA,33.4498,-117.6103
574,8,San Diego,California,1305906,1319592,1336776,1355320,1375831,1387323,1402089,1412621,1421917,1423851,"San Diego, California",CA,32.8312,-117.1225
575,16,San Francisco,California,805505,815650,828876,839572,850750,863010,871512,878040,880696,881549,"San Francisco, California",CA,37.7562,-122.443
576,10,San Jose,California,954940,970369,983530,1001279,1014273,1025980,1030242,1032335,1028020,1021795,"San Jose, California",CA,37.3019,-121.8486
577,378,San Leandro,California,85119,85921,86976,88074,89195,90538,90706,90418,89713,88815,"San Leandro, California",CA,37.7071,-122.1601
578,327,San Marcos,California,83926,85001,86816,89423,92372,93199,94932,95614,96480,96664,"San Marcos, California",CA,33.135,-117.1744
579,584,San Marcos,Texas,45267,47687,50010,54403,58983,60446,61726,63526,63688,64776,"San Marcos, Texas",TX,29.8736,-97.9381
580,297,San Mateo,California,97383,98518,99816,101323,102695,103509,104357,104389,104885,104430,"San Mateo, California",CA,37.5521,-122.3122
581,655,San Rafael,California,57797,58232,58448,58995,59130,59074,58918,58801,58704,58440,"San Rafael, California",CA,37.9905,-122.5222
582,466,San Ramon,California,71585,72174,72850,73560,74329,75138,75703,75795,75851,75995,"San Ramon, California",CA,37.7625,-121.9365
583,278,Sandy Springs,Georgia,94275,96677,98882,99377,101371,104789,105578,106634,108846,109452,"Sandy Springs, Georgia",GA,33.9366,-84.3703
584,329,Sandy,Utah,90227,91076,91929,92599,93341,94537,96444,96406,96737,96380,"Sandy, Utah",UT,40.571,-111.8505
585,611,Sanford,Florida,53971,54377,54937,56283,57643,58289,58968,59542,60107,61448,"Sanford, Florida",FL,28.7893,-81.27600000000001
586,57,Santa Ana,California,325327,328227,330550,333716,333431,333417,333765,332627,331912,332318,"Santa Ana, California",CA,33.7366,-117.8819
587,365,Santa Barbara,California,88468,88605,89285,90082,90815,91275,91518,91517,91203,91364,"Santa Barbara, California",CA,34.4285,-119.7202
588,212,Santa Clara,California,116761,117836,119337,120486,121967,126024,126429,126709,129085,130365,"Santa Clara, California",CA,37.3645,-121.96799999999999
589,107,Santa Clarita,California,208822,209843,210672,211376,212283,213184,213526,213734,213549,212979,"Santa Clarita, California",CA,34.4175,-118.4964
590,586,Santa Cruz,California,60578,61434,61954,62731,63172,64082,64396,64815,64643,64608,"Santa Cruz, California",CA,36.9789,-122.0346
591,403,Santa Fe,New Mexico,81012,81706,82144,82584,82824,83117,83515,83954,84211,84683,"Santa Fe, New Mexico",NM,35.6619,-105.9819
592,287,Santa Maria,California,99689,100293,101116,102057,103021,104462,105811,106298,107218,107263,"Santa Maria, California",CA,34.9334,-120.4432
593,368,Santa Monica,California,89759,90476,91327,92050,92087,92422,92176,91747,91106,90401,"Santa Monica, California",CA,34.0232,-118.4813
594,146,Santa Rosa,California,175238,176243,177093,178684,180585,181485,181909,181596,176750,176753,"Santa Rosa, California",CA,38.4458,-122.7067
595,663,Santee,California,53640,54523,55381,56151,56828,57471,57678,57825,57944,58081,"Santee, California",CA,32.8554,-116.9851
596,657,Sarasota,Florida,52219,52527,52954,53149,54015,54956,56440,57185,57746,58285,"Sarasota, Florida",FL,27.3386,-82.5431
597,182,Savannah,Georgia,137412,140414,142327,142600,143883,145160,145818,145804,145817,144464,"Savannah, Georgia",GA,32.0281,-81.1784
598,578,Schenectady,New York,66151,66098,66087,65829,65846,65538,65076,65300,65345,65273,"Schenectady, New York",NY,42.8025,-73.9276
599,84,Scottsdale,Arizona,217638,220816,225191,228887,233949,241073,247953,251396,254479,258069,"Scottsdale, Arizona",AZ,33.6872,-111.8651
600,462,Scranton,Pennsylvania,76079,75926,76024,75831,75443,77149,77235,77214,77017,76653,"Scranton, Pennsylvania",PA,41.4044,-75.6649
601,18,Seattle,Washington,610630,622694,635928,653588,670109,687386,709631,728661,742235,753675,"Seattle, Washington",WA,47.6211,-122.3244
602,569,Shawnee,Kansas,62311,63011,63559,64243,64449,64994,65376,65556,65933,65807,"Shawnee, Kansas",KS,39.0158,-94.8076
603,678,Shoreline,Washington,53180,53762,54459,54802,55249,55592,55687,56521,56557,57027,"Shoreline, Washington",WA,47.7564,-122.3426
604,135,Shreveport,Louisiana,201437,202327,202347,200469,198259,197001,194672,192023,189360,187112,"Shreveport, Louisiana",LA,32.4656,-93.7956
605,220,Simi Valley,California,124463,125019,125274,125868,126239,126123,125958,126107,125438,125613,"Simi Valley, California",CA,34.2663,-118.749
606,419,Sioux City,Iowa,82858,83096,82689,82608,82534,82669,82748,82234,82380,82651,"Sioux City, Iowa",IA,42.4959,-96.3901
607,139,Sioux Falls,South Dakota,154533,156471,159847,163478,167050,170183,173503,177636,180398,183793,"Sioux Falls, South Dakota",SD,43.5397,-96.73200000000001
608,679,Smyrna,Georgia,51140,51636,52322,53074,54419,55583,56246,56285,56512,56666,"Smyrna, Georgia",GA,33.8633,-84.5168
609,427,Somerville,Massachusetts,75877,76710,77620,78573,78991,79715,80936,81204,81357,81360,"Somerville, Massachusetts",MA,42.3908,-71.1013
610,304,South Bend,Indiana,101197,101224,101056,101226,101489,101687,101996,102021,101971,102026,"South Bend, Indiana",IN,41.6767,-86.2696
